Date;Value
2015-08-04;633.3
2015-08-05;706.7
2015-08-06;701.41
2015-08-07;630.78
2015-08-08;546.81
2015-08-09;506.2
2015-08-10;533.63
2015-08-11;630.72
2015-08-12;690.49
2015-08-13;703.27
2015-08-14;622.04
2015-08-15;530.65
2015-08-16;482.43
2015-08-17;529.52
2015-08-18;602.66
2015-08-19;675.24
2015-08-20;681.33
2015-08-21;601.06
2015-08-22;513.03
2015-08-23;476.76
2015-08-24;502.49
2015-08-25;593.56
2015-08-26;653.87
2015-08-27;644.61
2015-08-28;588.2
2015-08-29;494.59
2015-08-30;461.21
2015-08-31;485.58
2015-09-01;576.67
2015-09-02;632.21
2015-09-03;636.57
2015-09-04;563.35
2015-09-05;468.62
2015-09-06;430.88
2015-09-07;470.8
2015-09-08;549.79
2015-09-09;613.09
2015-09-10;609.36
2015-09-11;541.46
2015-09-12;448.18
2015-09-13;410.44
2015-09-14;447.3
2015-09-15;528.7
2015-09-16;599.87
2015-09-17;589.6
2015-09-18;503.35
2015-09-19;428.51
2015-09-20;388.46
2015-09-21;422.1
2015-09-22;505.54
2015-09-23;574.93
2015-09-24;566.48
2015-09-25;482.62
2015-09-26;408.49
2015-09-27;372.66
2015-09-28;394.19
2015-09-29;483.14
2015-09-30;538.43
2015-10-01;538.4
2015-10-02;474.23
2015-10-03;390.34
2015-10-04;337.92
2015-10-05;371.81
2015-10-06;454.45
2015-10-07;512.12
2015-10-08;512.13
2015-10-09;437.92
2015-10-10;361.72
2015-10-11;310.55
2015-10-12;348.09
2015-10-13;429.12
2015-10-14;498.14
2015-10-15;503.22
2015-10-16;417.47
2015-10-17;333.69
2015-10-18;295.49
2015-10-19;318.79
2015-10-20;409.64
2015-10-21;472.82
2015-10-22;462.27
2015-10-23;396.87
2015-10-24;309.5
2015-10-25;263.89
2015-10-26;311.64
2015-10-27;375.64
2015-10-28;454.11
2015-10-29;454.35
2015-10-30;381.42
2015-10-31;295.92
2015-11-01;252.78
2015-11-02;286.45
2015-11-03;378.01
2015-11-04;428.41
2015-11-05;437.26
2015-11-06;358.36
2015-11-07;268.87
2015-11-08;223.54
2015-11-09;269.77
2015-11-10;346.09
2015-11-11;416.16
2015-11-12;415.36
2015-11-13;344.22
2015-11-14;241.84
2015-11-15;224.14
2015-11-16;256.26
2015-11-17;330.52
2015-11-18;395.62
2015-11-19;391.92
2015-11-20;311.87
2015-11-21;242.41
2015-11-22;197.31
2015-11-23;235.83
2015-11-24;322.34
2015-11-25;390.49
2015-11-26;379.84
2015-11-27;305.35
2015-11-28;232.15
2015-11-29;190.74
2015-11-30;227.97
2015-12-01;298.97
2015-12-02;383.55
2015-12-03;372.95
2015-12-04;296.94
2015-12-05;214.14
2015-12-06;176.64
2015-12-07;225.86
2015-12-08;299.12
2015-12-09;361.31
2015-12-10;362.52
2015-12-11;287.86
2015-12-12;210.92
2015-12-13;164.52
2015-12-14;205.68
2015-12-15;298.12
2015-12-16;357.99
2015-12-17;358.41
2015-12-18;293.39
2015-12-19;206.75
2015-12-20;162.37
2015-12-21;204.63
2015-12-22;276.25
2015-12-23;347.58
2015-12-24;354.03
2015-12-25;291.25
2015-12-26;203.38
2015-12-27;163.5
2015-12-28;198.99
2015-12-29;282.62
2015-12-30;356.45
2015-12-31;348.97
2016-01-01;288.06
2016-01-02;198.9
2016-01-03;176.39
2016-01-04;203.27
2016-01-05;284.55
2016-01-06;350.1
2016-01-07;353.42
2016-01-08;289.96
2016-01-09;204.99
2016-01-10;169.6
2016-01-11;213.82
2016-01-12;287.68
2016-01-13;357.01
2016-01-14;354.78
2016-01-15;298.86
2016-01-16;214.68
2016-01-17;174.31
2016-01-18;209.48
2016-01-19;299.85
2016-01-20;374.32
2016-01-21;372.3
2016-01-22;309.88
2016-01-23;224.14
2016-01-24;191.23
2016-01-25;231.55
2016-01-26;308.65
2016-01-27;375.69
2016-01-28;392.01
2016-01-29;317.8
2016-01-30;237.15
2016-01-31;204.16
2016-02-01;240.52
2016-02-02;318.36
2016-02-03;388.53
2016-02-04;389.05
2016-02-05;325.64
2016-02-06;243.98
2016-02-07;215.51
2016-02-08;252.44
2016-02-09;342.58
2016-02-10;405.76
2016-02-11;407.69
2016-02-12;350.81
2016-02-13;262.62
2016-02-14;230.26
2016-02-15;269.56
2016-02-16;355.47
2016-02-17;432.06
2016-02-18;426.02
2016-02-19;360.52
2016-02-20;279.78
2016-02-21;243.31
2016-02-22;289.05
2016-02-23;373.36
2016-02-24;439.08
2016-02-25;452.75
2016-02-26;394.06
2016-02-27;302.35
2016-02-28;264.68
2016-02-29;303.1
2016-03-01;396.27
2016-03-02;466.83
2016-03-03;471.14
2016-03-04;391.05
2016-03-05;328.26
2016-03-06;287.79
2016-03-07;328.53
2016-03-08;424.31
2016-03-09;488.78
2016-03-10;496.68
2016-03-11;425.83
2016-03-12;351.91
2016-03-13;319.2
2016-03-14;354.19
2016-03-15;434.27
2016-03-16;504.84
2016-03-17;519.06
2016-03-18;461.27
2016-03-19;371.49
2016-03-20;336.99
2016-03-21;376.52
2016-03-22;476.67
2016-03-23;529.26
2016-03-24;549.4
2016-03-25;474.37
2016-03-26;390.74
2016-03-27;371.52
2016-03-28;402.09
2016-03-29;494.65
2016-03-30;562.86
2016-03-31;562.24
2016-04-01;497.0
2016-04-02;416.95
2016-04-03;386.7
2016-04-04;429.85
2016-04-05;514.43
2016-04-06;597.84
2016-04-07;591.75
2016-04-08;517.31
2016-04-09;448.78
2016-04-10;420.29
2016-04-11;453.8
2016-04-12;540.23
2016-04-13;611.37
2016-04-14;607.56
2016-04-15;553.9
2016-04-16;469.92
2016-04-17;438.41
2016-04-18;474.08
2016-04-19;567.57
2016-04-20;637.3
2016-04-21;639.79
2016-04-22;579.09
2016-04-23;491.12
2016-04-24;448.54
2016-04-25;492.1
2016-04-26;580.62
2016-04-27;643.78
2016-04-28;669.18
2016-04-29;601.59
2016-04-30;516.57
2016-05-01;478.14
2016-05-02;517.49
2016-05-03;613.9
2016-05-04;682.23
2016-05-05;681.47
2016-05-06;613.29
2016-05-07;532.08
2016-05-08;489.79
2016-05-09;538.84
2016-05-10;617.91
2016-05-11;699.61
2016-05-12;695.97
2016-05-13;628.25
2016-05-14;548.85
2016-05-15;515.72
2016-05-16;555.7
2016-05-17;637.86
2016-05-18;707.08
2016-05-19;711.43
2016-05-20;652.37
2016-05-21;573.72
2016-05-22;539.27
2016-05-23;562.33
2016-05-24;651.04
2016-05-25;724.4
2016-05-26;726.75
2016-05-27;658.12
2016-05-28;581.54
2016-05-29;540.93
2016-05-30;585.82
2016-05-31;666.75
2016-06-01;739.91
2016-06-02;742.51
2016-06-03;668.73
2016-06-04;588.97
2016-06-05;545.21
2016-06-06;603.82
2016-06-07;680.31
2016-06-08;751.59
2016-06-09;758.06
2016-06-10;688.38
2016-06-11;607.37
2016-06-12;566.57
2016-06-13;606.8
2016-06-14;692.11
2016-06-15;758.89
2016-06-16;756.55
2016-06-17;694.93
2016-06-18;610.52
2016-06-19;575.02
2016-06-20;615.27
2016-06-21;692.98
2016-06-22;763.43
2016-06-23;752.14
2016-06-24;690.06
2016-06-25;616.4
2016-06-26;567.63
2016-06-27;619.17
2016-06-28;679.46
2016-06-29;762.62
2016-06-30;766.55
2016-07-01;696.29
2016-07-02;617.14
2016-07-03;577.31
2016-07-04;607.09
2016-07-05;692.16
2016-07-06;761.99
2016-07-07;750.27
2016-07-08;691.76
2016-07-09;602.29
2016-07-10;570.54
2016-07-11;602.6
2016-07-12;677.06
2016-07-13;757.24
2016-07-14;762.51
2016-07-15;693.01
2016-07-16;600.04
2016-07-17;573.44
2016-07-18;599.68
2016-07-19;681.47
2016-07-20;748.11
2016-07-21;748.78
2016-07-22;679.95
2016-07-23;585.6
2016-07-24;552.97
2016-07-25;593.0
2016-07-26;670.01
2016-07-27;744.32
2016-07-28;741.85
2016-07-29;679.45
2016-07-30;586.44
2016-07-31;539.72
2016-08-01;577.1
2016-08-02;663.51
2016-08-03;730.61
2016-08-04;727.97
2016-08-05;649.85
2016-08-06;574.37
2016-08-07;535.1
2016-08-08;561.75
2016-08-09;645.03
2016-08-10;702.91
2016-08-11;709.51
2016-08-12;647.83
2016-08-13;557.06
2016-08-14;515.49
2016-08-15;548.86
2016-08-16;636.02
2016-08-17;702.95
2016-08-18;683.96
2016-08-19;615.77
2016-08-20;541.6
2016-08-21;495.47
2016-08-22;539.91
2016-08-23;612.33
2016-08-24;678.58
2016-08-25;671.44
2016-08-26;605.2
2016-08-27;510.5
2016-08-28;480.05
2016-08-29;501.59
2016-08-30;596.58
2016-08-31;653.91
2016-09-01;658.18
2016-09-02;586.72
2016-09-03;486.53
2016-09-04;453.02
2016-09-05;488.22
2016-09-06;573.13
2016-09-07;630.12
2016-09-08;633.07
2016-09-09;558.51
2016-09-10;471.29
2016-09-11;433.05
2016-09-12;465.31
2016-09-13;552.64
2016-09-14;608.59
2016-09-15;605.02
2016-09-16;542.3
2016-09-17;440.27
2016-09-18;413.82
2016-09-19;434.27
2016-09-20;531.51
2016-09-21;589.32
2016-09-22;585.59
2016-09-23;511.74
2016-09-24;423.23
2016-09-25;389.07
2016-09-26;420.99
2016-09-27;499.56
2016-09-28;568.45
2016-09-29;563.07
2016-09-30;494.07
2016-10-01;401.48
2016-10-02;365.87
2016-10-03;405.14
2016-10-04;476.36
2016-10-05;551.13
2016-10-06;534.92
2016-10-07;467.5
2016-10-08;377.45
2016-10-09;340.37
2016-10-10;369.61
2016-10-11;448.09
2016-10-12;514.85
2016-10-13;511.52
2016-10-14;449.95
2016-10-15;354.18
2016-10-16;317.15
2016-10-17;342.55
2016-10-18;427.01
2016-10-19;499.22
2016-10-20;496.7
2016-10-21;410.72
2016-10-22;338.79
2016-10-23;297.46
2016-10-24;324.29
2016-10-25;420.22
2016-10-26;476.87
2016-10-27;487.86
2016-10-28;393.69
2016-10-29;312.74
2016-10-30;267.68
2016-10-31;298.51
2016-11-01;388.53
2016-11-02;445.54
2016-11-03;447.73
2016-11-04;383.14
2016-11-05;290.75
2016-11-06;252.42
2016-11-07;286.79
2016-11-08;369.89
2016-11-09;433.89
2016-11-10;440.05
2016-11-11;361.4
2016-11-12;280.24
2016-11-13;227.81
2016-11-14;277.03
2016-11-15;357.86
2016-11-16;425.21
2016-11-17;414.31
2016-11-18;348.39
2016-11-19;267.27
2016-11-20;209.52
2016-11-21;251.1
2016-11-22;346.38
2016-11-23;417.38
2016-11-24;405.91
2016-11-25;333.88
2016-11-26;247.37
2016-11-27;208.49
2016-11-28;255.32
2016-11-29;324.88
2016-11-30;402.67
2016-12-01;395.58
2016-12-02;328.13
2016-12-03;242.4
2016-12-04;202.79
2016-12-05;235.15
2016-12-06;317.8
2016-12-07;377.7
2016-12-08;383.9
2016-12-09;314.38
2016-12-10;224.78
2016-12-11;181.9
2016-12-12;221.33
2016-12-13;303.09
2016-12-14;370.16
2016-12-15;371.35
2016-12-16;303.04
2016-12-17;219.43
2016-12-18;190.9
2016-12-19;221.36
2016-12-20;309.98
2016-12-21;376.25
2016-12-22;371.94
2016-12-23;305.87
2016-12-24;221.89
2016-12-25;174.64
2016-12-26;216.59
2016-12-27;309.45
2016-12-28;368.7
2016-12-29;374.55
2016-12-30;311.3
2016-12-31;222.3
2017-01-01;187.5
2017-01-02;219.49
2017-01-03;307.39
2017-01-04;368.96
2017-01-05;383.09
2017-01-06;306.46
2017-01-07;209.72
2017-01-08;185.32
2017-01-09;218.78
2017-01-10;310.22
2017-01-11;375.34
2017-01-12;378.68
2017-01-13;309.73
2017-01-14;222.31
2017-01-15;185.06
2017-01-16;229.06
2017-01-17;319.82
2017-01-18;375.0
2017-01-19;387.53
2017-01-20;319.91
2017-01-21;244.89
2017-01-22;205.52
2017-01-23;242.96
2017-01-24;329.05
2017-01-25;387.96
2017-01-26;398.49
2017-01-27;333.41
2017-01-28;248.84
2017-01-29;222.37
2017-01-30;255.25
2017-01-31;339.63
2017-02-01;416.7
2017-02-02;421.85
2017-02-03;336.59
2017-02-04;260.11
2017-02-05;227.77
2017-02-06;264.13
2017-02-07;352.75
2017-02-08;424.21
2017-02-09;431.13
2017-02-10;368.17
2017-02-11;280.27
2017-02-12;242.33
2017-02-13;289.77
2017-02-14;370.39
2017-02-15;439.52
2017-02-16;448.64
2017-02-17;377.97
2017-02-18;298.93
2017-02-19;257.8
2017-02-20;298.08
2017-02-21;394.46
2017-02-22;467.84
2017-02-23;468.23
2017-02-24;393.0
2017-02-25;316.72
2017-02-26;281.42
2017-02-27;328.75
2017-02-28;406.94
2017-03-01;478.51
2017-03-02;478.21
2017-03-03;417.88
2017-03-04;346.34
2017-03-05;299.0
2017-03-06;350.2
2017-03-07;435.59
2017-03-08;507.4
2017-03-09;510.06
2017-03-10;450.43
2017-03-11;362.68
2017-03-12;328.24
2017-03-13;365.21
2017-03-14;453.94
2017-03-15;520.61
2017-03-16;526.54
2017-03-17;463.48
2017-03-18;377.78
2017-03-19;350.15
2017-03-20;392.59
2017-03-21;480.33
2017-03-22;549.79
2017-03-23;563.85
2017-03-24;489.0
2017-03-25;403.93
2017-03-26;379.39
2017-03-27;417.11
2017-03-28;504.45
2017-03-29;570.15
2017-03-30;577.55
2017-03-31;515.65
2017-04-01;433.44
2017-04-02;392.87
2017-04-03;432.94
2017-04-04;526.09
2017-04-05;601.29
2017-04-06;606.82
2017-04-07;535.49
2017-04-08;453.7
2017-04-09;419.61
2017-04-10;463.01
2017-04-11;549.91
2017-04-12;619.66
2017-04-13;620.39
2017-04-14;568.85
2017-04-15;484.17
2017-04-16;448.52
2017-04-17;488.07
2017-04-18;573.73
2017-04-19;641.21
2017-04-20;655.92
2017-04-21;583.64
2017-04-22;509.96
2017-04-23;476.28
2017-04-24;497.85
2017-04-25;610.82
2017-04-26;665.33
2017-04-27;671.57
2017-04-28;608.66
2017-04-29;526.17
2017-04-30;495.27
2017-05-01;524.46
2017-05-02;617.35
2017-05-03;691.55
2017-05-04;696.62
2017-05-05;615.5
2017-05-06;551.56
2017-05-07;511.09
2017-05-08;552.05
2017-05-09;645.88
2017-05-10;701.27
2017-05-11;718.67
2017-05-12;652.18
2017-05-13;561.77
2017-05-14;528.35
2017-05-15;584.21
2017-05-16;657.97
2017-05-17;735.11
2017-05-18;733.25
2017-05-19;664.27
2017-05-20;570.45
2017-05-21;551.56
2017-05-22;584.44
2017-05-23;678.54
2017-05-24;743.18
2017-05-25;742.1
2017-05-26;679.3
2017-05-27;593.27
2017-05-28;559.2
2017-05-29;585.6
2017-05-30;683.64
2017-05-31;754.54
2017-06-01;755.61
2017-06-02;695.19
2017-06-03;606.48
2017-06-04;561.2
2017-06-05;604.96
2017-06-06;698.1
2017-06-07;764.64
2017-06-08;761.84
2017-06-09;701.81
2017-06-10;618.37
2017-06-11;587.6
2017-06-12;623.48
2017-06-13;706.95
2017-06-14;780.36
2017-06-15;767.45
2017-06-16;703.62
2017-06-17;625.95
2017-06-18;589.37
2017-06-19;626.99
2017-06-20;714.2
2017-06-21;784.47
2017-06-22;786.57
2017-06-23;710.62
2017-06-24;625.98
2017-06-25;590.8
2017-06-26;630.38
2017-06-27;711.74
2017-06-28;782.68
2017-06-29;775.41
2017-06-30;723.29
2017-07-01;628.68
2017-07-02;590.99
2017-07-03;620.67
2017-07-04;715.29
2017-07-05;784.72
2017-07-06;788.8
2017-07-07;707.08
2017-07-08;625.36
2017-07-09;593.36
2017-07-10;623.61
2017-07-11;704.36
2017-07-12;770.73
2017-07-13;781.33
2017-07-14;709.46
2017-07-15;612.59
2017-07-16;578.12
2017-07-17;631.85
2017-07-18;698.61
2017-07-19;769.21
2017-07-20;768.38
2017-07-21;708.05
2017-07-22;621.84
2017-07-23;573.74
2017-07-24;615.75
2017-07-25;699.11
2017-07-26;761.67
2017-07-27;766.57
2017-07-28;688.74
2017-07-29;595.39
2017-07-30;569.13
2017-07-31;594.18
2017-08-01;686.41
2017-08-02;747.36
2017-08-03;751.5
2017-08-04;675.79
2017-08-05;589.83
2017-08-06;547.26
2017-08-07;584.46
2017-08-08;669.72
2017-08-09;732.4
2017-08-10;732.63
2017-08-11;661.49
2017-08-12;583.96
2017-08-13;537.66
2017-08-14;579.51
2017-08-15;652.49
2017-08-16;720.18
2017-08-17;718.22
2017-08-18;644.4
2017-08-19;564.2
2017-08-20;507.79
2017-08-21;553.34
2017-08-22;636.95
2017-08-23;695.45
2017-08-24;705.04
2017-08-25;628.35
2017-08-26;546.43
2017-08-27;499.1
2017-08-28;533.23
2017-08-29;621.2
2017-08-30;674.53
2017-08-31;681.45
2017-09-01;618.59
2017-09-02;523.73
2017-09-03;479.13
2017-09-04;517.14
2017-09-05;598.15
2017-09-06;654.77
2017-09-07;657.74
2017-09-08;591.91
2017-09-09;490.09
2017-09-10;455.25
2017-09-11;489.36
2017-09-12;569.62
2017-09-13;638.03
2017-09-14;636.61
2017-09-15;569.36
2017-09-16;468.22
2017-09-17;431.47
2017-09-18;460.68
2017-09-19;547.94
2017-09-20;620.0
2017-09-21;611.85
2017-09-22;542.02
2017-09-23;452.98
2017-09-24;417.45
2017-09-25;435.83
2017-09-26;522.82
2017-09-27;594.56
2017-09-28;586.16
2017-09-29;507.21
2017-09-30;431.18
2017-10-01;385.1
2017-10-02;421.94
2017-10-03;495.51
2017-10-04;572.11
2017-10-05;570.2
2017-10-06;489.01
2017-10-07;403.17
2017-10-08;362.51
2017-10-09;396.12
2017-10-10;486.13
2017-10-11;543.0
2017-10-12;543.68
2017-10-13;470.16
2017-10-14;370.92
2017-10-15;347.03
2017-10-16;375.4
2017-10-17;459.93
2017-10-18;517.38
2017-10-19;512.65
2017-10-20;442.18
2017-10-21;359.86
2017-10-22;316.22
2017-10-23;356.13
2017-10-24;434.13
2017-10-25;497.0
2017-10-26;501.52
2017-10-27;435.73
2017-10-28;337.57
2017-10-29;298.78
2017-10-30;324.61
2017-10-31;417.45
2017-11-01;475.38
2017-11-02;474.48
2017-11-03;411.03
2017-11-04;321.29
2017-11-05;284.24
2017-11-06;317.87
2017-11-07;405.31
2017-11-08;454.25
2017-11-09;457.98
2017-11-10;387.6
2017-11-11;293.79
2017-11-12;251.73
2017-11-13;293.92
2017-11-14;369.75
2017-11-15;439.1
2017-11-16;432.05
2017-11-17;372.82
2017-11-18;277.64
2017-11-19;242.24
2017-11-20;284.18
2017-11-21;355.59
2017-11-22;419.33
2017-11-23;437.26
2017-11-24;361.45
2017-11-25;261.53
2017-11-26;229.76
2017-11-27;262.68
2017-11-28;343.58
2017-11-29;419.23
2017-11-30;408.26
2017-12-01;342.09
2017-12-02;251.9
2017-12-03;222.7
2017-12-04;251.75
2017-12-05;332.96
2017-12-06;404.49
2017-12-07;398.2
2017-12-08;335.92
2017-12-09;234.5
2017-12-10;207.08
2017-12-11;247.65
2017-12-12;325.31
2017-12-13;406.65
2017-12-14;397.34
2017-12-15;322.1
2017-12-16;244.75
2017-12-17;211.91
2017-12-18;240.22
2017-12-19;335.31
2017-12-20;390.84
2017-12-21;391.89
2017-12-22;315.46
2017-12-23;233.23
2017-12-24;205.69
2017-12-25;232.45
2017-12-26;327.1
2017-12-27;388.64
2017-12-28;390.49
2017-12-29;327.37
2017-12-30;230.56
2017-12-31;197.71
2018-01-01;241.77
2018-01-02;319.56
2018-01-03;378.48
2018-01-04;384.02
2018-01-05;329.04
2018-01-06;234.71
2018-01-07;209.51
2018-01-08;235.62
2018-01-09;327.79
2018-01-10;402.01
2018-01-11;398.61
2018-01-12;331.18
2018-01-13;244.86
2018-01-14;206.17
2018-01-15;247.87
2018-01-16;334.88
2018-01-17;402.06
2018-01-18;402.29
2018-01-19;339.67
2018-01-20;256.25
2018-01-21;218.22
2018-01-22;257.84
2018-01-23;341.19
2018-01-24;415.68
2018-01-25;411.13
2018-01-26;348.42
2018-01-27;263.42
2018-01-28;235.71
2018-01-29;264.7
2018-01-30;345.51
2018-01-31;420.11
2018-02-01;424.53
2018-02-02;353.33
2018-02-03;294.61
2018-02-04;235.87
2018-02-05;286.28
2018-02-06;369.33
2018-02-07;448.91
2018-02-08;446.62
2018-02-09;381.4
2018-02-10;287.61
2018-02-11;248.25
2018-02-12;300.25
2018-02-13;384.09
2018-02-14;453.54
2018-02-15;462.43
2018-02-16;396.65
2018-02-17;309.32
2018-02-18;277.53
2018-02-19;313.81
2018-02-20;404.68
2018-02-21;474.68
2018-02-22;473.41
2018-02-23;410.15
2018-02-24;338.52
2018-02-25;303.26
2018-02-26;337.24
2018-02-27;422.3
2018-02-28;495.02
2018-03-01;505.99
2018-03-02;442.12
2018-03-03;357.92
2018-03-04;314.01
2018-03-05;354.23
2018-03-06;448.0
2018-03-07;524.79
2018-03-08;517.69
2018-03-09;463.09
2018-03-10;368.19
2018-03-11;341.42
2018-03-12;389.75
2018-03-13;461.69
2018-03-14;541.67
2018-03-15;542.94
2018-03-16;482.98
2018-03-17;395.89
2018-03-18;365.35
2018-03-19;414.35
2018-03-20;486.68
2018-03-21;572.68
2018-03-22;568.62
2018-03-23;511.51
2018-03-24;419.51
2018-03-25;384.37
2018-03-26;431.48
2018-03-27;516.1
2018-03-28;599.16
2018-03-29;583.14
2018-03-30;527.76
2018-03-31;444.65
2018-04-01;410.29
2018-04-02;443.31
2018-04-03;535.64
2018-04-04;608.26
2018-04-05;619.06
2018-04-06;555.85
2018-04-07;468.89
2018-04-08;444.82
2018-04-09;478.77
2018-04-10;564.15
2018-04-11;628.66
2018-04-12;647.57
2018-04-13;581.75
2018-04-14;485.48
2018-04-15;461.67
2018-04-16;503.36
2018-04-17;594.68
2018-04-18;666.61
2018-04-19;674.08
2018-04-20;606.72
2018-04-21;521.67
2018-04-22;487.11
2018-04-23;535.6
2018-04-24;614.0
2018-04-25;682.96
2018-04-26;681.6
2018-04-27;618.0
2018-04-28;540.89
2018-04-29;503.57
2018-04-30;549.75
2018-05-01;628.47
2018-05-02;705.15
2018-05-03;703.79
2018-05-04;649.87
2018-05-05;560.09
2018-05-06;519.11
2018-05-07;570.0
2018-05-08;655.25
2018-05-09;732.12
2018-05-10;727.61
2018-05-11;663.83
2018-05-12;579.66
2018-05-13;547.45
2018-05-14;583.3
2018-05-15;677.55
2018-05-16;747.41
2018-05-17;748.33
2018-05-18;675.02
2018-05-19;598.53
2018-05-20;568.05
2018-05-21;605.26
2018-05-22;687.63
2018-05-23;759.81
2018-05-24;764.97
2018-05-25;691.84
2018-05-26;611.23
2018-05-27;577.57
2018-05-28;621.62
2018-05-29;708.5
2018-05-30;772.9
2018-05-31;772.96
2018-06-01;692.66
2018-06-02;621.87
2018-06-03;582.65
2018-06-04;628.7
2018-06-05;727.59
2018-06-06;789.99
2018-06-07;780.99
2018-06-08;723.7
2018-06-09;630.12
2018-06-10;601.45
2018-06-11;635.97
2018-06-12;723.55
2018-06-13;788.72
2018-06-14;793.13
2018-06-15;721.82
2018-06-16;644.51
2018-06-17;602.53
2018-06-18;641.61
2018-06-19;725.65
2018-06-20;797.5
2018-06-21;800.53
2018-06-22;733.2
2018-06-23;635.47
2018-06-24;614.79
2018-06-25;639.44
2018-06-26;727.51
2018-06-27;803.11
2018-06-28;798.92
2018-06-29;730.72
2018-06-30;642.67
2018-07-01;606.06
2018-07-02;650.05
2018-07-03;723.59
2018-07-04;795.07
2018-07-05;797.76
2018-07-06;730.38
2018-07-07;651.19
2018-07-08;602.28
2018-07-09;651.86
2018-07-10;729.9
2018-07-11;797.39
2018-07-12;798.26
2018-07-13;717.61
2018-07-14;647.11
2018-07-15;600.67
2018-07-16;639.66
2018-07-17;722.26
2018-07-18;789.23
2018-07-19;781.84
2018-07-20;717.96
2018-07-21;638.0
2018-07-22;592.04
2018-07-23;633.46
2018-07-24;708.72
2018-07-25;782.18
2018-07-26;782.83
2018-07-27;709.58
2018-07-28;627.62
2018-07-29;577.87
2018-07-30;618.15
2018-07-31;714.28
2018-08-01;762.53
2018-08-02;770.5
2018-08-03;696.03
2018-08-04;618.59
2018-08-05;571.87
2018-08-06;610.72
2018-08-07;692.0
2018-08-08;756.0
2018-08-09;757.12
2018-08-10;682.24
2018-08-11;587.43
2018-08-12;569.02
2018-08-13;589.0
2018-08-14;674.03
2018-08-15;725.12
2018-08-16;735.82
2018-08-17;657.93
2018-08-18;581.5
2018-08-19;538.81
2018-08-20;574.18
2018-08-21;657.83
2018-08-22;725.06
2018-08-23;723.99
2018-08-24;652.54
2018-08-25;557.2
2018-08-26;520.4
2018-08-27;558.54
2018-08-28;639.49
2018-08-29;700.5
2018-08-30;695.81
2018-08-31;631.34
2018-09-01;527.0
2018-09-02;503.81
2018-09-03;531.02
2018-09-04;615.98
2018-09-05;683.69
2018-09-06;668.23
2018-09-07;606.53
2018-09-08;520.02
2018-09-09;490.27
2018-09-10;516.42
2018-09-11;597.79
2018-09-12;662.34
2018-09-13;649.45
2018-09-14;586.78
2018-09-15;494.89
2018-09-16;455.94
2018-09-17;486.55
2018-09-18;570.45
2018-09-19;635.12
2018-09-20;633.94
2018-09-21;555.56
