Date;Value
2020-05-05;680.62
2020-05-06;701.88
2020-05-07;636.69
2020-05-08;596.51
2020-05-09;597.16
2020-05-10;576.62
2020-05-11;601.35
2020-05-12;660.35
2020-05-13;662.85
2020-05-14;666.48
2020-05-15;593.62
2020-05-16;584.24
2020-05-17;571.74
2020-05-18;590.56
2020-05-19;670.71
2020-05-20;656.66
2020-05-21;644.71
2020-05-22;593.36
2020-05-23;558.07
2020-05-24;571.7
2020-05-25;583.94
2020-05-26;640.95
2020-05-27;643.65
2020-05-28;630.25
2020-05-29;593.85
2020-05-30;526.21
2020-05-31;549.34
2020-06-01;571.34
2020-06-02;630.67
2020-06-03;649.83
2020-06-04;598.94
2020-06-05;527.16
2020-06-06;519.74
2020-06-07;528.35
2020-06-08;543.1
2020-06-09;601.24
2020-06-10;605.53
2020-06-11;601.56
2020-06-12;528.61
2020-06-13;460.7
2020-06-14;512.84
2020-06-15;526.1
2020-06-16;594.3
2020-06-17;586.04
2020-06-18;568.17
2020-06-19;542.43
2020-06-20;494.12
2020-06-21;493.72
2020-06-22;502.91
2020-06-23;563.77
2020-06-24;614.24
2020-06-25;575.06
2020-06-26;501.41
2020-06-27;465.77
2020-06-28;507.65
2020-06-29;482.89
2020-06-30;570.61
2020-07-01;562.31
2020-07-02;544.28
2020-07-03;512.27
2020-07-04;491.38
2020-07-05;454.32
2020-07-06;460.97
2020-07-07;529.52
2020-07-08;564.02
2020-07-09;519.87
2020-07-10;473.38
2020-07-11;440.22
2020-07-12;438.72
2020-07-13;442.15
2020-07-14;515.69
2020-07-15;515.62
2020-07-16;504.83
2020-07-17;471.21
2020-07-18;430.71
2020-07-19;450.42
2020-07-20;430.79
2020-07-21;504.2
2020-07-22;528.73
2020-07-23;470.08
2020-07-24;453.82
2020-07-25;439.74
2020-07-26;421.67
2020-07-27;420.12
2020-07-28;481.27
2020-07-29;500.11
2020-07-30;484.37
2020-07-31;398.47
2020-08-01;377.37
2020-08-02;413.68
2020-08-03;414.79
2020-08-04;498.82
2020-08-05;482.06
2020-08-06;437.25
2020-08-07;386.01
2020-08-08;388.56
2020-08-09;398.32
2020-08-10;394.29
2020-08-11;464.3
2020-08-12;494.93
2020-08-13;451.5
2020-08-14;408.07
2020-08-15;371.59
2020-08-16;340.31
2020-08-17;399.73
2020-08-18;436.77
2020-08-19;495.72
2020-08-20;427.99
2020-08-21;402.3
2020-08-22;365.01
2020-08-23;352.16
2020-08-24;379.54
2020-08-25;459.46
2020-08-26;430.44
2020-08-27;415.0
2020-08-28;386.65
2020-08-29;356.33
2020-08-30;356.77
2020-08-31;357.71
2020-09-01;435.19
2020-09-02;470.41
2020-09-03;217.51
2020-09-04;356.52
2020-09-05;346.72
2020-09-06;361.99
2020-09-07;375.59
2020-09-08;447.07
2020-09-09;448.81
2020-09-10;409.46
2020-09-11;373.19
2020-09-12;342.71
2020-09-13;313.94
2020-09-14;342.72
2020-09-15;419.27
2020-09-16;459.41
2020-09-17;434.49
2020-09-18;380.25
2020-09-19;318.18
2020-09-20;350.34
2020-09-21;347.62
2020-09-22;228.65
2020-09-23;417.34
2020-09-24;412.52
2020-09-25;346.74
2020-09-26;327.49
2020-09-27;348.27
2020-09-28;349.8
2020-09-29;428.65
2020-09-30;437.18
2020-10-01;381.12
2020-10-02;354.86
2020-10-03;327.3
2020-10-04;337.46
2020-10-05;332.12
2020-10-06;410.6
2020-10-07;451.3
2020-10-08;414.05
2020-10-09;351.73
2020-10-10;317.28
2020-10-11;343.06
2020-10-12;349.58
2020-10-13;399.55
2020-10-14;446.18
2020-10-15;390.58
2020-10-16;359.68
2020-10-17;347.99
2020-10-18;352.44
2020-10-19;348.3
2020-10-20;425.6
2020-10-21;485.24
2020-10-22;410.18
2020-10-23;358.67
2020-10-24;344.47
2020-10-25;349.59
2020-10-26;378.63
2020-10-27;436.89
2020-10-28;451.27
2020-10-29;417.54
2020-10-30;377.63
2020-10-31;361.56
2020-11-01;382.18
2020-11-02;352.5
2020-11-03;439.28
2020-11-04;438.88
2020-11-05;437.03
2020-11-06;409.07
2020-11-07;374.89
2020-11-08;363.11
2020-11-09;385.99
2020-11-10;479.76
2020-11-11;449.6
2020-11-12;425.37
2020-11-13;413.06
2020-11-14;358.93
2020-11-15;383.21
2020-11-16;357.14
2020-11-17;467.2
2020-11-18;480.91
2020-11-19;469.22
2020-11-20;438.22
2020-11-21;396.36
2020-11-22;431.0
2020-11-23;400.28
2020-11-24;489.57
2020-11-25;470.14
2020-11-26;495.42
2020-11-27;432.82
2020-11-28;410.6
2020-11-29;411.86
2020-11-30;407.47
2020-12-01;521.18
2020-12-02;528.15
2020-12-03;504.28
2020-12-04;446.44
2020-12-05;424.05
2020-12-06;438.01
2020-12-07;451.54
2020-12-08;510.66
2020-12-09;521.94
2020-12-10;492.0
2020-12-11;450.59
2020-12-12;443.94
2020-12-13;467.64
2020-12-14;461.97
2020-12-15;549.15
2020-12-16;548.27
2020-12-17;513.79
2020-12-18;494.25
2020-12-19;449.47
2020-12-20;462.29
2020-12-21;470.61
2020-12-22;546.96
2020-12-23;550.84
2020-12-24;538.07
2020-12-25;593.07
2020-12-26;469.27
2020-12-27;453.04
2020-12-28;474.46
2020-12-29;559.46
2020-12-30;594.9
2020-12-31;558.84
2021-01-01;506.06
2021-01-02;480.26
2021-01-03;505.14
2021-01-04;498.46
2021-01-05;633.84
2021-01-06;598.72
2021-01-07;589.54
2021-01-08;527.49
2021-01-09;496.57
2021-01-10;522.52
2021-01-11;509.57
2021-01-12;596.76
2021-01-13;644.4
2021-01-14;582.2
2021-01-15;576.27
2021-01-16;534.68
2021-01-17;540.12
2021-01-18;521.86
2021-01-19;606.26
2021-01-20;644.52
2021-01-21;611.34
2021-01-22;559.31
2021-01-23;541.83
2021-01-24;562.83
2021-01-25;557.52
2021-01-26;623.8
2021-01-27;648.59
2021-01-28;633.47
2021-01-29;582.15
2021-01-30;550.21
2021-01-31;573.22
2021-02-01;594.65
2021-02-02;642.71
2021-02-03;669.12
2021-02-04;650.53
2021-02-05;614.83
2021-02-06;579.19
2021-02-07;594.24
2021-02-08;590.94
2021-02-09;679.1
2021-02-10;733.51
2021-02-11;643.46
2021-02-12;606.61
2021-02-13;598.4
2021-02-14;604.68
2021-02-15;618.84
2021-02-16;690.97
2021-02-17;684.88
2021-02-18;645.32
2021-02-19;639.62
2021-02-20;625.25
2021-02-21;634.6
2021-02-22;649.43
2021-02-23;688.82
2021-02-24;682.66
2021-02-25;684.88
2021-02-26;662.83
2021-02-27;626.23
2021-02-28;636.54
2021-03-01;624.45
2021-03-02;711.56
2021-03-03;726.47
2021-03-04;687.26
2021-03-05;658.05
2021-03-06;632.92
2021-03-07;645.67
2021-03-08;629.1
2021-03-09;706.84
2021-03-10;709.13
2021-03-11;682.05
2021-03-12;658.17
2021-03-13;647.34
2021-03-14;647.96
2021-03-15;672.58
2021-03-16;723.03
2021-03-17;736.34
2021-03-18;697.27
2021-03-19;674.12
2021-03-20;637.38
2021-03-21;669.12
2021-03-22;657.12
2021-03-23;773.08
2021-03-24;754.52
2021-03-25;728.8
2021-03-26;660.11
2021-03-27;674.65
2021-03-28;676.88
2021-03-29;681.47
2021-03-30;758.32
2021-03-31;735.13
2021-04-01;721.51
2021-04-02;650.68
2021-04-03;643.23
2021-04-04;651.57
2021-04-05;698.83
2021-04-06;691.36
2021-04-07;740.94
2021-04-08;738.5
2021-04-09;646.84
2021-04-10;657.59
2021-04-11;678.71
2021-04-12;679.42
2021-04-13;727.56
2021-04-14;741.92
2021-04-15;705.04
2021-04-16;686.95
2021-04-17;652.24
2021-04-18;638.61
2021-04-19;647.42
2021-04-20;730.07
2021-04-21;758.89
2021-04-22;721.85
2021-04-23;663.55
2021-04-24;651.28
2021-04-25;638.68
2021-04-26;671.57
2021-04-27;717.59
2021-04-28;732.34
2021-04-29;693.81
2021-04-30;624.58
2021-05-01;606.64
2021-05-02;641.43
2021-05-03;650.37
2021-05-04;707.17
2021-05-05;718.43
2021-05-06;704.06
2021-05-07;658.47
2021-05-08;609.33
2021-05-09;646.68
2021-05-10;669.21
2021-05-11;705.41
2021-05-12;694.95
2021-05-13;700.8
2021-05-14;623.47
2021-05-15;599.28
2021-05-16;609.45
2021-05-17;623.52
2021-05-18;668.4
2021-05-19;703.63
2021-05-20;627.91
2021-05-21;595.16
2021-05-22;610.51
2021-05-23;589.45
2021-05-24;611.69
2021-05-25;672.93
2021-05-26;648.97
2021-05-27;650.69
2021-05-28;603.78
2021-05-29;570.24
2021-05-30;595.7
2021-05-31;601.58
2021-06-01;665.41
2021-06-02;678.25
2021-06-03;632.91
2021-06-04;568.38
2021-06-05;596.93
2021-06-06;573.29
2021-06-07;594.17
2021-06-08;652.17
2021-06-09;692.06
2021-06-10;588.29
2021-06-11;554.35
2021-06-12;546.88
2021-06-13;588.32
2021-06-14;564.57
2021-06-15;640.07
2021-06-16;643.33
2021-06-17;611.76
2021-06-18;574.48
2021-06-19;561.13
2021-06-20;549.92
2021-06-21;548.19
2021-06-22;613.65
2021-06-23;600.07
2021-06-24;606.8
2021-06-25;549.34
2021-06-26;509.95
2021-06-27;529.9
2021-06-28;546.17
2021-06-29;601.63
2021-06-30;633.1
2021-07-01;573.04
2021-07-02;547.7
2021-07-03;479.61
2021-07-04;518.69
2021-07-05;506.91
2021-07-06;565.54
2021-07-07;599.28
2021-07-08;582.33
2021-07-09;509.36
2021-07-10;510.82
2021-07-11;481.84
2021-07-12;523.83
2021-07-13;570.69
2021-07-14;553.16
2021-07-15;549.66
2021-07-16;500.8
2021-07-17;479.35
2021-07-18;463.31
2021-07-19;470.81
2021-07-20;545.46
2021-07-21;570.94
2021-07-22;525.8
2021-07-23;440.08
2021-07-24;439.81
2021-07-25;464.44
2021-07-26;448.61
2021-07-27;525.8
2021-07-28;539.92
2021-07-29;531.51
2021-07-30;452.33
2021-07-31;438.99
2021-08-01;444.89
2021-08-02;459.23
2021-08-03;509.63
2021-08-04;525.51
2021-08-05;475.45
2021-08-06;459.8
2021-08-07;406.2
2021-08-08;430.19
2021-08-09;440.4
2021-08-10;491.37
2021-08-11;495.86
2021-08-12;451.36
2021-08-13;435.69
2021-08-14;409.14
2021-08-15;424.42
2021-08-16;415.28
2021-08-17;476.95
2021-08-18;496.39
2021-08-19;446.04
2021-08-20;440.99
2021-08-21;394.63
2021-08-22;403.78
2021-08-23;405.74
2021-08-24;462.91
2021-08-25;486.68
2021-08-26;418.53
2021-08-27;404.34
2021-08-28;380.78
2021-08-29;400.53
2021-08-30;393.53
2021-08-31;472.05
2021-09-01;481.24
2021-09-02;443.52
2021-09-03;397.82
2021-09-04;364.44
2021-09-05;362.68
2021-09-06;376.0
2021-09-07;486.51
2021-09-08;437.35
2021-09-09;442.95
2021-09-10;395.75
2021-09-11;357.92
2021-09-12;355.08
2021-09-13;361.84
2021-09-14;637.93
2021-09-15;465.42
2021-09-16;433.33
2021-09-17;392.68
2021-09-18;342.9
2021-09-19;344.85
2021-09-20;384.41
2021-09-21;450.11
2021-09-22;441.51
2021-09-23;423.45
2021-09-24;363.28
2021-09-25;356.47
2021-09-26;342.36
2021-09-27;370.36
2021-09-28;451.28
2021-09-29;435.75
2021-09-30;429.62
2021-10-01;370.35
2021-10-02;316.18
2021-10-03;354.91
2021-10-04;362.39
2021-10-05;425.02
2021-10-06;466.7
2021-10-07;406.05
2021-10-08;395.66
2021-10-09;359.98
2021-10-10;363.41
2021-10-11;349.9
2021-10-12;440.26
2021-10-13;459.42
2021-10-14;415.03
2021-10-15;375.01
2021-10-16;328.57
2021-10-17;343.84
2021-10-18;391.35
2021-10-19;458.7
2021-10-20;276.15
2021-10-21;426.64
2021-10-22;368.03
2021-10-23;382.84
2021-10-24;365.19
2021-10-25;388.02
2021-10-26;626.07
2021-10-27;448.31
2021-10-28;466.97
2021-10-29;401.58
2021-10-30;387.61
2021-10-31;367.99
2021-11-01;407.8
2021-11-02;455.54
2021-11-03;471.71
2021-11-04;462.06
2021-11-05;415.5
2021-11-06;355.0
2021-11-07;405.72
2021-11-08;387.26
2021-11-09;456.1
2021-11-10;490.41
2021-11-11;478.73
2021-11-12;412.28
2021-11-13;404.91
2021-11-14;394.21
2021-11-15;369.41
2021-11-16;460.49
2021-11-17;482.31
2021-11-18;475.16
2021-11-19;414.18
2021-11-20;417.42
2021-11-21;399.12
2021-11-22;433.85
2021-11-23;506.73
2021-11-24;498.22
2021-11-25;484.08
2021-11-26;446.49
2021-11-27;421.96
2021-11-28;435.06
2021-11-29;424.13
2021-11-30;505.65
2021-12-01;521.06
2021-12-02;472.04
2021-12-03;433.3
2021-12-04;417.0
2021-12-05;462.54
2021-12-06;430.11
2021-12-07;530.3
2021-12-08;567.42
2021-12-09;730.68
2021-12-10;460.57
2021-12-11;466.7
2021-12-12;434.16
2021-12-13;461.96
2021-12-14;547.64
2021-12-15;549.12
2021-12-16;519.72
2021-12-17;481.05
2021-12-18;464.94
2021-12-19;447.73
2021-12-20;270.56
2021-12-21;574.0
2021-12-22;576.76
2021-12-23;552.46
2021-12-24;493.92
2021-12-25;563.8
2021-12-26;509.6
2021-12-27;519.21
2021-12-28;582.65
2021-12-29;593.39
2021-12-30;577.89
2021-12-31;513.3
2022-01-01;471.93
2022-01-02;513.25
2022-01-03;530.76
2022-01-04;618.31
2022-01-05;595.67
2022-01-06;579.16
2022-01-07;543.06
2022-01-08;510.61
2022-01-09;506.83
2022-01-10;512.89
2022-01-11;598.34
2022-01-12;614.69
2022-01-13;612.69
2022-01-14;540.92
2022-01-15;529.16
2022-01-16;546.18
2022-01-17;529.27
2022-01-18;641.24
2022-01-19;647.06
2022-01-20;626.94
2022-01-21;574.24
2022-01-22;566.0
2022-01-23;553.94
2022-01-24;587.77
2022-01-25;661.98
2022-01-26;654.05
2022-01-27;625.1
2022-01-28;582.02
2022-01-29;564.95
2022-01-30;589.62
2022-01-31;573.44
2022-02-01;664.57
2022-02-02;669.67
2022-02-03;644.33
2022-02-04;639.64
2022-02-05;563.03
2022-02-06;592.53
2022-02-07;605.85
2022-02-08;698.93
2022-02-09;723.45
2022-02-10;645.56
2022-02-11;626.05
2022-02-12;604.09
2022-02-13;595.64
2022-02-14;621.85
2022-02-15;690.28
2022-02-16;721.34
2022-02-17;695.72
2022-02-18;643.2
2022-02-19;609.56
2022-02-20;612.54
2022-02-21;643.3
2022-02-22;690.84
2022-02-23;729.65
2022-02-24;645.84
2022-02-25;643.96
2022-02-26;609.74
2022-02-27;612.16
2022-02-28;644.23
2022-03-01;701.86
2022-03-02;711.57
2022-03-03;689.71
2022-03-04;654.18
2022-03-05;630.97
2022-03-06;653.23
2022-03-07;625.06
2022-03-08;706.3
2022-03-09;751.28
2022-03-10;705.11
2022-03-11;658.13
2022-03-12;663.7
2022-03-13;626.85
2022-03-14;659.64
2022-03-15;733.94
2022-03-16;722.26
2022-03-17;716.26
2022-03-18;657.57
2022-03-19;650.35
2022-03-20;660.25
2022-03-21;657.6
2022-03-22;720.43
2022-03-23;737.81
2022-03-24;687.92
2022-03-25;646.46
2022-03-26;650.83
2022-03-27;655.75
2022-03-28;656.97
2022-03-29;748.01
2022-03-30;767.22
2022-03-31;713.52
2022-04-01;675.86
2022-04-02;648.17
2022-04-03;655.51
2022-04-04;681.47
2022-04-05;749.03
2022-04-06;736.8
2022-04-07;698.3
2022-04-08;697.58
2022-04-09;661.8
2022-04-10;618.98
2022-04-11;655.65
2022-04-12;696.99
2022-04-13;747.98
2022-04-14;710.16
2022-04-15;643.91
2022-04-16;615.48
2022-04-17;631.1
2022-04-18;651.97
2022-04-19;724.45
2022-04-20;737.15
2022-04-21;704.78
2022-04-22;651.13
2022-04-23;625.15
2022-04-24;665.28
2022-04-25;669.93
2022-04-26;717.08
2022-04-27;712.64
2022-04-28;710.71
2022-04-29;623.23
2022-04-30;639.26
2022-05-01;616.67
2022-05-02;646.49
2022-05-03;719.07
2022-05-04;735.33
2022-05-05;700.96
2022-05-06;658.81
2022-05-07;630.81
2022-05-08;610.28
2022-05-09;621.56
2022-05-10;698.37
2022-05-11;694.88
2022-05-12;665.2
2022-05-13;635.74
2022-05-14;630.16
2022-05-15;613.17
2022-05-16;608.03
2022-05-17;698.63
2022-05-18;712.79
2022-05-19;647.55
2022-05-20;604.03
2022-05-21;583.6
2022-05-22;583.93
2022-05-23;596.6
2022-05-24;651.9
2022-05-25;661.94
2022-05-26;638.29
2022-05-27;584.82
2022-05-28;588.27
2022-05-29;570.23
2022-05-30;581.19
2022-05-31;653.88
2022-06-01;643.34
2022-06-02;650.43
2022-06-03;587.67
2022-06-04;555.24
2022-06-05;550.99
2022-06-06;555.27
2022-06-07;639.81
2022-06-08;653.81
2022-06-09;610.69
2022-06-10;557.55
2022-06-11;550.27
2022-06-12;539.02
2022-06-13;550.57
2022-06-14;624.95
2022-06-15;621.21
2022-06-16;602.45
2022-06-17;574.76
2022-06-18;506.27
2022-06-19;522.53
2022-06-20;536.24
2022-06-21;588.35
2022-06-22;613.83
2022-06-23;557.37
2022-06-24;531.86
2022-06-25;495.65
2022-06-26;488.32
2022-06-27;505.43
2022-06-28;617.29
2022-06-29;587.93
2022-06-30;580.02
2022-07-01;516.83
2022-07-02;504.64
2022-07-03;488.16
2022-07-04;500.4
2022-07-05;571.45
2022-07-06;548.38
2022-07-07;537.27
2022-07-08;507.41
2022-07-09;463.85
2022-07-10;494.97
2022-07-11;479.21
2022-07-12;545.23
2022-07-13;544.12
2022-07-14;540.5
2022-07-15;475.41
2022-07-16;469.75
2022-07-17;438.69
2022-07-18;464.72
2022-07-19;522.26
2022-07-20;535.69
2022-07-21;502.28
2022-07-22;466.32
2022-07-23;404.32
2022-07-24;441.12
2022-07-25;443.27
2022-07-26;523.24
2022-07-27;515.92
2022-07-28;486.69
2022-07-29;441.13
2022-07-30;415.56
2022-07-31;449.97
2022-08-01;424.77
2022-08-02;492.34
2022-08-03;516.7
2022-08-04;447.48
2022-08-05;438.15
2022-08-06;601.84
2022-08-07;417.64
2022-08-08;435.7
2022-08-09;498.57
2022-08-10;486.31
2022-08-11;451.53
2022-08-12;417.94
2022-08-13;378.44
2022-08-14;402.28
2022-08-15;399.27
2022-08-16;478.88
2022-08-17;464.17
2022-08-18;426.66
2022-08-19;402.67
2022-08-20;395.71
2022-08-21;383.53
2022-08-22;380.27
2022-08-23;441.63
2022-08-24;482.09
2022-08-25;431.76
2022-08-26;396.93
2022-08-27;368.2
2022-08-28;388.99
2022-08-29;395.17
2022-08-30;437.91
2022-08-31;476.28
2022-09-01;427.98
2022-09-02;370.82
2022-09-03;361.24
2022-09-04;356.8
2022-09-05;370.71
2022-09-06;430.55
2022-09-07;441.94
2022-09-08;417.43
2022-09-09;347.08
2022-09-10;322.61
2022-09-11;518.42
2022-09-12;358.09
2022-09-13;431.19
2022-09-14;456.84
2022-09-15;387.74
2022-09-16;344.0
2022-09-17;355.34
2022-09-18;337.5
2022-09-19;372.82
2022-09-20;426.53
2022-09-21;440.24
2022-09-22;407.44
2022-09-23;327.77
2022-09-24;316.56
2022-09-25;312.75
2022-09-26;363.16
2022-09-27;428.66
2022-09-28;428.16
2022-09-29;412.61
2022-09-30;351.33
2022-10-01;363.01
2022-10-02;327.49
2022-10-03;342.61
2022-10-04;438.44
2022-10-05;453.43
2022-10-06;392.17
2022-10-07;370.19
2022-10-08;333.45
2022-10-09;347.91
2022-10-10;365.92
2022-10-11;446.95
2022-10-12;405.52
2022-10-13;402.91
2022-10-14;379.46
2022-10-15;347.54
2022-10-16;351.52
2022-10-17;346.56
2022-10-18;447.71
2022-10-19;435.37
2022-10-20;399.8
2022-10-21;366.53
2022-10-22;346.9
2022-10-23;352.05
2022-10-24;359.07
2022-10-25;423.21
2022-10-26;442.31
2022-10-27;401.76
2022-10-28;367.8
2022-10-29;360.11
2022-10-30;356.39
2022-10-31;358.96
2022-11-01;471.81
2022-11-02;466.3
2022-11-03;422.02
2022-11-04;371.79
2022-11-05;345.09
2022-11-06;387.42
2022-11-07;383.5
2022-11-08;455.4
2022-11-09;475.57
2022-11-10;439.45
2022-11-11;408.5
2022-11-12;360.04
2022-11-13;384.13
2022-11-14;388.28
2022-11-15;464.75
2022-11-16;483.16
2022-11-17;477.43
2022-11-18;392.77
2022-11-19;360.01
2022-11-20;395.55
2022-11-21;419.12
2022-11-22;454.4
2022-11-23;493.57
2022-11-24;460.9
2022-11-25;443.57
2022-11-26;397.54
2022-11-27;412.18
2022-11-28;441.94
2022-11-29;510.85
2022-11-30;498.01
2022-12-01;443.84
2022-12-02;445.16
2022-12-03;410.73
2022-12-04;437.69
2022-12-05;254.23
2022-12-06;513.3
2022-12-07;538.2
2022-12-08;457.64
2022-12-09;461.0
2022-12-10;427.31
2022-12-11;458.95
2022-12-12;441.73
2022-12-13;555.4
2022-12-14;518.93
2022-12-15;512.37
2022-12-16;454.18
2022-12-17;426.75
2022-12-18;470.43
2022-12-19;482.18
2022-12-20;528.42
2022-12-21;546.75
2022-12-22;519.04
2022-12-23;461.0
2022-12-24;456.55
2022-12-25;575.17
2022-12-26;457.83
2022-12-27;555.13
2022-12-28;558.6
2022-12-29;523.62
2022-12-30;509.11
2022-12-31;469.76
2023-01-01;471.04
2023-01-02;505.93
2023-01-03;578.16
2023-01-04;594.96
2023-01-05;534.57
2023-01-06;533.47
2023-01-07;540.91
2023-01-08;493.22
2023-01-09;500.99
2023-01-10;578.1
2023-01-11;610.22
2023-01-12;576.78
2023-01-13;562.61
2023-01-14;499.16
2023-01-15;526.64
2023-01-16;539.17
2023-01-17;614.04
2023-01-18;633.25
2023-01-19;574.57
2023-01-20;533.76
2023-01-21;519.81
2023-01-22;542.94
2023-01-23;538.1
2023-01-24;632.21
2023-01-25;618.09
2023-01-26;619.89
2023-01-27;581.28
2023-01-28;554.01
2023-01-29;586.11
2023-01-30;561.25
2023-01-31;646.96
2023-02-01;636.92
2023-02-02;601.09
2023-02-03;563.14
2023-02-04;580.13
2023-02-05;572.36
2023-02-06;615.03
2023-02-07;665.09
2023-02-08;673.63
2023-02-09;636.27
2023-02-10;629.67
2023-02-11;576.97
2023-02-12;573.4
2023-02-13;605.35
2023-02-14;678.88
2023-02-15;683.05
2023-02-16;662.97
2023-02-17;618.59
2023-02-18;609.21
2023-02-19;586.04
2023-02-20;625.48
2023-02-21;703.5
2023-02-22;684.56
2023-02-23;641.31
2023-02-24;619.35
2023-02-25;588.4
2023-02-26;631.74
2023-02-27;630.71
2023-02-28;710.98
2023-03-01;703.47
2023-03-02;696.0
2023-03-03;669.96
2023-03-04;586.77
2023-03-05;623.61
2023-03-06;639.75
2023-03-07;713.16
2023-03-08;732.98
2023-03-09;687.9
2023-03-10;627.37
2023-03-11;614.92
2023-03-12;645.79
2023-03-13;649.04
2023-03-14;736.09
2023-03-15;724.77
2023-03-16;682.75
2023-03-17;636.84
2023-03-18;610.06
2023-03-19;667.26
2023-03-20;653.54
2023-03-21;708.08
2023-03-22;732.48
2023-03-23;685.89
2023-03-24;672.8
2023-03-25;602.82
2023-03-26;626.04
2023-03-27;688.8
2023-03-28;741.18
2023-03-29;743.59
2023-03-30;723.17
2023-03-31;657.07
2023-04-01;624.49
2023-04-02;625.22
2023-04-03;660.97
2023-04-04;730.22
2023-04-05;732.51
2023-04-06;684.41
2023-04-07;679.58
2023-04-08;635.32
2023-04-09;652.38
2023-04-10;681.01
2023-04-11;730.02
2023-04-12;743.17
2023-04-13;685.17
2023-04-14;670.62
2023-04-15;639.3
2023-04-16;636.93
2023-04-17;664.1
2023-04-18;731.8
2023-04-19;750.87
2023-04-20;707.17
2023-04-21;683.48
2023-04-22;618.05
2023-04-23;645.49
2023-04-24;659.26
2023-04-25;747.43
2023-04-26;705.32
2023-04-27;708.92
2023-04-28;675.07
2023-04-29;650.0
2023-04-30;633.5
2023-05-01;656.44
2023-05-02;699.45
2023-05-03;695.94
2023-05-04;679.96
2023-05-05;648.54
2023-05-06;622.89
2023-05-07;632.81
2023-05-08;647.59
2023-05-09;710.94
2023-05-10;743.57
2023-05-11;667.88
2023-05-12;648.19
2023-05-13;624.81
2023-05-14;617.52
2023-05-15;627.08
2023-05-16;678.71
2023-05-17;704.81
2023-05-18;685.61
2023-05-19;633.97
2023-05-20;580.14
2023-05-21;622.26
2023-05-22;594.23
2023-05-23;675.04
2023-05-24;660.82
2023-05-25;661.84
2023-05-26;612.37
2023-05-27;563.0
2023-05-28;616.34
2023-05-29;589.52
2023-05-30;657.21
2023-05-31;691.16
2023-06-01;650.32
2023-06-02;619.72
2023-06-03;580.79
2023-06-04;581.29
2023-06-05;575.58
2023-06-06;654.83
2023-06-07;659.66
2023-06-08;612.12
2023-06-09;557.62
2023-06-10;578.08
2023-06-11;578.64
2023-06-12;544.53
2023-06-13;618.76
2023-06-14;640.93
2023-06-15;597.26
2023-06-16;584.29
2023-06-17;542.69
2023-06-18;522.09
2023-06-19;584.48
2023-06-20;637.57
2023-06-21;627.11
2023-06-22;619.72
2023-06-23;507.51
2023-06-24;532.76
