Date;Value
2021-01-19;265.63
2021-01-20;262.01
2021-01-21;262.87
2021-01-22;271.88
2021-01-23;259.46
2021-01-24;260.13
2021-01-25;266.49
2021-01-26;261.04
2021-01-27;261.55
2021-01-28;272.2
2021-01-29;271.34
2021-01-30;271.13
2021-01-31;261.2
2021-02-01;267.31
2021-02-02;276.33
2021-02-03;267.82
2021-02-04;260.26
2021-02-05;282.21
2021-02-06;274.07
2021-02-07;271.5
2021-02-08;274.63
2021-02-09;288.85
2021-02-10;285.81
2021-02-11;290.3
2021-02-12;295.22
2021-02-13;288.76
2021-02-14;293.46
2021-02-15;296.5
2021-02-16;290.36
2021-02-17;281.28
2021-02-18;286.86
2021-02-19;284.51
2021-02-20;295.67
2021-02-21;295.62
2021-02-22;298.16
2021-02-23;285.41
2021-02-24;290.67
2021-02-25;289.56
2021-02-26;289.48
2021-02-27;287.03
2021-02-28;290.55
2021-03-01;288.91
2021-03-02;288.56
2021-03-03;289.64
2021-03-04;291.9
2021-03-05;279.01
2021-03-06;281.78
2021-03-07;275.63
2021-03-08;287.28
2021-03-09;288.16
2021-03-10;279.48
2021-03-11;277.0
2021-03-12;274.89
2021-03-13;274.51
2021-03-14;274.98
2021-03-15;289.15
2021-03-16;282.06
2021-03-17;278.91
2021-03-18;277.33
2021-03-19;276.77
2021-03-20;282.94
2021-03-21;273.26
2021-03-22;285.81
2021-03-23;288.0
2021-03-24;277.62
2021-03-25;279.28
2021-03-26;263.43
2021-03-27;265.64
2021-03-28;260.74
2021-03-29;264.09
2021-03-30;261.09
2021-03-31;263.45
2021-04-01;263.94
2021-04-02;259.2
2021-04-03;256.75
2021-04-04;253.68
2021-04-05;265.41
2021-04-06;265.36
2021-04-07;264.96
2021-04-08;267.18
2021-04-09;267.77
2021-04-10;261.53
2021-04-11;273.53
2021-04-12;265.04
2021-04-13;272.52
2021-04-14;264.87
2021-04-15;263.25
2021-04-16;273.18
2021-04-17;272.13
2021-04-18;261.77
2021-04-19;264.64
2021-04-20;261.54
2021-04-21;265.51
2021-04-22;273.08
2021-04-23;275.1
2021-04-24;274.18
2021-04-25;262.95
2021-04-26;273.86
2021-04-27;276.07
2021-04-28;273.15
2021-04-29;278.03
2021-04-30;276.26
2021-05-01;284.16
2021-05-02;279.82
2021-05-03;279.97
2021-05-04;268.49
2021-05-05;274.54
2021-05-06;281.14
2021-05-07;271.39
2021-05-08;279.29
2021-05-09;276.04
2021-05-10;287.06
2021-05-11;295.43
2021-05-12;293.34
2021-05-13;292.43
2021-05-14;296.38
2021-05-15;298.59
2021-05-16;294.18
2021-05-17;289.8
2021-05-18;279.59
2021-05-19;291.67
2021-05-20;290.82
2021-05-21;288.67
2021-05-22;291.56
2021-05-23;288.18
2021-05-24;290.65
2021-05-25;286.12
2021-05-26;284.41
2021-05-27;295.29
2021-05-28;290.97
2021-05-29;299.63
2021-05-30;281.7
2021-05-31;295.02
2021-06-01;293.9
2021-06-02;283.25
2021-06-03;272.6
2021-06-04;285.48
2021-06-05;280.79
2021-06-06;290.96
2021-06-07;287.08
2021-06-08;279.57
2021-06-09;272.96
2021-06-10;288.04
2021-06-11;288.43
2021-06-12;284.33
2021-06-13;292.3
2021-06-14;276.98
2021-06-15;276.72
2021-06-16;279.3
2021-06-17;284.34
2021-06-18;283.71
2021-06-19;276.51
2021-06-20;289.11
2021-06-21;278.24
2021-06-22;273.94
2021-06-23;284.55
2021-06-24;266.0
2021-06-25;252.19
2021-06-26;261.25
2021-06-27;253.95
2021-06-28;257.21
2021-06-29;259.95
2021-06-30;262.22
2021-07-01;268.79
2021-07-02;272.25
2021-07-03;272.35
2021-07-04;270.95
2021-07-05;262.33
2021-07-06;266.97
2021-07-07;270.57
2021-07-08;268.36
2021-07-09;260.49
2021-07-10;258.74
2021-07-11;267.82
2021-07-12;268.12
2021-07-13;276.47
2021-07-14;272.56
2021-07-15;279.17
2021-07-16;276.09
2021-07-17;268.61
2021-07-18;267.08
2021-07-19;272.55
2021-07-20;274.72
2021-07-21;273.23
2021-07-22;272.48
2021-07-23;280.01
2021-07-24;272.91
2021-07-25;271.55
2021-07-26;273.24
2021-07-27;269.34
2021-07-28;284.2
2021-07-29;289.73
2021-07-30;286.7
2021-07-31;284.05
2021-08-01;274.99
2021-08-02;280.84
2021-08-03;285.87
2021-08-04;284.4
2021-08-05;278.07
2021-08-06;276.06
2021-08-07;274.8
2021-08-08;284.92
2021-08-09;288.36
2021-08-10;290.99
2021-08-11;289.85
2021-08-12;292.5
2021-08-13;300.58
2021-08-14;294.28
2021-08-15;303.57
2021-08-16;298.7
2021-08-17;304.97
2021-08-18;301.55
2021-08-19;302.28
2021-08-20;299.87
2021-08-21;304.53
2021-08-22;290.74
2021-08-23;292.24
2021-08-24;286.91
2021-08-25;293.63
2021-08-26;293.95
2021-08-27;287.07
2021-08-28;296.28
2021-08-29;300.52
2021-08-30;286.61
2021-08-31;290.41
2021-09-01;285.34
2021-09-02;288.88
2021-09-03;295.03
2021-09-04;296.67
2021-09-05;286.77
2021-09-06;289.69
2021-09-07;283.0
2021-09-08;289.6
2021-09-09;298.91
2021-09-10;295.82
2021-09-11;295.89
2021-09-12;293.3
2021-09-13;288.93
2021-09-14;287.47
2021-09-15;285.05
2021-09-16;283.58
2021-09-17;296.84
2021-09-18;289.18
2021-09-19;287.3
2021-09-20;295.22
2021-09-21;285.36
2021-09-22;263.73
2021-09-23;262.94
2021-09-24;265.69
2021-09-25;267.8
2021-09-26;277.21
2021-09-27;278.99
2021-09-28;278.05
2021-09-29;262.34
2021-09-30;263.56
2021-10-01;277.66
2021-10-02;277.29
2021-10-03;274.68
2021-10-04;270.74
2021-10-05;278.52
2021-10-06;289.3
2021-10-07;280.03
2021-10-08;278.09
2021-10-09;273.23
2021-10-10;284.11
2021-10-11;273.07
2021-10-12;277.59
2021-10-13;276.98
2021-10-14;274.36
2021-10-15;281.74
2021-10-16;291.28
2021-10-17;286.27
2021-10-18;286.12
2021-10-19;278.87
2021-10-20;290.58
2021-10-21;281.4
2021-10-22;281.08
2021-10-23;277.25
2021-10-24;283.21
2021-10-25;279.67
2021-10-26;290.14
2021-10-27;287.96
2021-10-28;288.99
2021-10-29;285.7
2021-10-30;274.42
2021-10-31;281.27
2021-11-01;287.3
2021-11-02;283.78
2021-11-03;297.05
2021-11-04;290.59
2021-11-05;295.24
2021-11-06;312.73
2021-11-07;314.72
2021-11-08;317.16
2021-11-09;310.96
2021-11-10;314.03
2021-11-11;311.39
2021-11-12;312.96
2021-11-13;310.79
2021-11-14;305.36
2021-11-15;315.46
2021-11-16;315.4
2021-11-17;310.92
2021-11-18;322.85
2021-11-19;320.01
2021-11-20;316.4
2021-11-21;302.07
2021-11-22;320.81
2021-11-23;312.52
2021-11-24;309.22
2021-11-25;304.37
2021-11-26;304.58
2021-11-27;302.61
2021-11-28;304.61
2021-11-29;311.63
2021-11-30;313.37
2021-12-01;317.52
2021-12-02;307.77
2021-12-03;302.5
2021-12-04;302.63
2021-12-05;309.94
2021-12-06;316.29
2021-12-07;307.66
2021-12-08;302.68
2021-12-09;302.06
2021-12-10;306.66
2021-12-11;304.92
2021-12-12;298.89
2021-12-13;312.39
2021-12-14;310.11
2021-12-15;305.26
2021-12-16;307.52
2021-12-17;306.12
2021-12-18;310.68
2021-12-19;300.77
2021-12-20;305.08
2021-12-21;296.92
2021-12-22;293.54
2021-12-23;295.73
2021-12-24;295.27
2021-12-25;294.87
2021-12-26;298.11
2021-12-27;304.34
2021-12-28;302.58
2021-12-29;304.83
2021-12-30;294.98
2021-12-31;294.6
2022-01-01;296.74
2022-01-02;297.07
2022-01-03;294.09
2022-01-04;303.74
2022-01-05;295.26
2022-01-06;300.38
2022-01-07;295.13
2022-01-08;300.82
2022-01-09;298.63
2022-01-10;303.23
2022-01-11;302.5
2022-01-12;301.57
2022-01-13;301.84
2022-01-14;304.01
2022-01-15;315.27
2022-01-16;317.97
2022-01-17;311.72
2022-01-18;305.32
2022-01-19;309.86
2022-01-20;302.95
2022-01-21;309.12
2022-01-22;307.03
2022-01-23;317.02
2022-01-24;311.9
2022-01-25;317.93
2022-01-26;318.21
2022-01-27;312.21
2022-01-28;319.7
2022-01-29;318.15
2022-01-30;319.34
2022-01-31;318.5
2022-02-01;319.56
2022-02-02;322.86
2022-02-03;315.38
2022-02-04;329.9
2022-02-05;337.9
2022-02-06;343.0
2022-02-07;335.58
2022-02-08;342.45
2022-02-09;337.73
2022-02-10;347.1
2022-02-11;354.22
2022-02-12;343.86
2022-02-13;343.26
2022-02-14;341.14
2022-02-15;337.66
2022-02-16;331.07
2022-02-17;343.69
2022-02-18;341.23
2022-02-19;353.09
2022-02-20;353.54
2022-02-21;347.61
2022-02-22;348.16
2022-02-23;346.03
2022-02-24;337.13
2022-02-25;352.95
2022-02-26;350.53
2022-02-27;345.42
2022-02-28;348.79
2022-03-01;342.45
2022-03-02;350.87
2022-03-03;346.94
2022-03-04;340.83
2022-03-05;345.33
2022-03-06;344.52
2022-03-07;342.64
2022-03-08;348.7
2022-03-09;343.71
2022-03-10;337.93
2022-03-11;344.01
2022-03-12;339.48
2022-03-13;344.08
2022-03-14;350.25
2022-03-15;351.34
2022-03-16;355.75
2022-03-17;346.22
2022-03-18;339.46
2022-03-19;349.43
2022-03-20;337.61
2022-03-21;331.18
2022-03-22;329.17
2022-03-23;328.64
2022-03-24;323.85
2022-03-25;329.53
2022-03-26;336.61
2022-03-27;330.31
2022-03-28;335.55
2022-03-29;336.19
2022-03-30;342.93
2022-03-31;342.3
2022-04-01;341.22
2022-04-02;340.28
2022-04-03;345.76
2022-04-04;350.19
2022-04-05;351.78
2022-04-06;356.32
2022-04-07;358.28
2022-04-08;351.33
2022-04-09;359.55
2022-04-10;350.38
2022-04-11;347.12
2022-04-12;358.81
2022-04-13;359.45
2022-04-14;356.68
2022-04-15;353.08
2022-04-16;363.35
2022-04-17;360.15
2022-04-18;360.56
2022-04-19;369.41
2022-04-20;364.34
2022-04-21;368.01
2022-04-22;371.16
2022-04-23;362.07
2022-04-24;369.29
2022-04-25;370.1
2022-04-26;373.67
2022-04-27;377.79
2022-04-28;374.2
2022-04-29;364.72
2022-04-30;378.55
2022-05-01;388.58
2022-05-02;378.73
2022-05-03;385.75
2022-05-04;379.85
2022-05-05;402.49
2022-05-06;407.15
2022-05-07;407.91
2022-05-08;409.4
2022-05-09;404.77
2022-05-10;399.47
2022-05-11;402.64
2022-05-12;397.41
2022-05-13;401.71
2022-05-14;401.32
2022-05-15;405.3
2022-05-16;411.86
2022-05-17;414.84
2022-05-18;411.29
2022-05-19;412.26
2022-05-20;409.23
2022-05-21;414.37
2022-05-22;413.52
2022-05-23;418.11
2022-05-24;413.89
2022-05-25;422.92
2022-05-26;417.97
2022-05-27;416.46
2022-05-28;412.6
2022-05-29;422.14
2022-05-30;422.97
2022-05-31;410.09
2022-06-01;419.92
2022-06-02;424.16
2022-06-03;425.73
2022-06-04;423.68
2022-06-05;420.52
2022-06-06;415.68
2022-06-07;409.16
2022-06-08;417.9
2022-06-09;419.41
2022-06-10;422.97
2022-06-11;424.28
2022-06-12;420.64
2022-06-13;419.44
2022-06-14;428.17
2022-06-15;422.3
2022-06-16;414.72
2022-06-17;423.23
2022-06-18;429.47
2022-06-19;418.34
2022-06-20;415.56
2022-06-21;414.14
2022-06-22;418.32
2022-06-23;417.5
2022-06-24;413.27
2022-06-25;422.0
2022-06-26;422.12
2022-06-27;421.63
2022-06-28;423.69
2022-06-29;432.17
2022-06-30;428.59
2022-07-01;428.41
2022-07-02;434.2
2022-07-03;432.65
2022-07-04;433.54
2022-07-05;436.97
2022-07-06;438.59
2022-07-07;448.73
2022-07-08;438.03
2022-07-09;445.96
2022-07-10;450.96
2022-07-11;447.6
2022-07-12;446.39
2022-07-13;453.93
2022-07-14;459.96
2022-07-15;450.64
2022-07-16;459.37
2022-07-17;465.72
2022-07-18;471.22
2022-07-19;469.4
2022-07-20;467.73
2022-07-21;461.55
2022-07-22;470.87
2022-07-23;465.56
2022-07-24;473.09
2022-07-25;477.87
2022-07-26;481.82
2022-07-27;477.19
2022-07-28;475.94
2022-07-29;488.64
2022-07-30;479.59
2022-07-31;480.17
2022-08-01;482.24
2022-08-02;491.97
2022-08-03;513.04
2022-08-04;510.18
2022-08-05;507.5
2022-08-06;505.9
2022-08-07;504.71
2022-08-08;513.6
2022-08-09;518.21
2022-08-10;519.13
2022-08-11;518.31
2022-08-12;515.03
2022-08-13;525.43
2022-08-14;514.69
2022-08-15;517.83
2022-08-16;516.52
2022-08-17;531.66
2022-08-18;523.71
2022-08-19;513.0
2022-08-20;525.29
2022-08-21;522.98
2022-08-22;526.75
2022-08-23;527.6
2022-08-24;533.25
2022-08-25;525.34
2022-08-26;522.71
2022-08-27;527.19
2022-08-28;529.24
2022-08-29;535.25
2022-08-30;533.81
2022-08-31;535.65
2022-09-01;546.61
2022-09-02;542.97
2022-09-03;540.38
2022-09-04;537.15
2022-09-05;529.99
2022-09-06;536.79
2022-09-07;547.43
2022-09-08;547.83
2022-09-09;546.65
2022-09-10;550.43
2022-09-11;541.78
2022-09-12;551.52
2022-09-13;551.8
2022-09-14;551.83
2022-09-15;544.29
2022-09-16;550.67
2022-09-17;547.83
2022-09-18;537.15
2022-09-19;543.99
2022-09-20;543.64
2022-09-21;544.27
2022-09-22;534.95
2022-09-23;550.15
2022-09-24;553.36
2022-09-25;559.23
2022-09-26;555.31
2022-09-27;562.89
2022-09-28;553.19
2022-09-29;556.76
2022-09-30;564.56
2022-10-01;556.9
2022-10-02;558.03
2022-10-03;567.8
2022-10-04;577.26
2022-10-05;574.94
2022-10-06;569.09
2022-10-07;580.35
2022-10-08;585.98
2022-10-09;594.31
2022-10-10;590.43
2022-10-11;591.44
2022-10-12;582.33
2022-10-13;588.65
2022-10-14;582.88
2022-10-15;585.87
2022-10-16;590.35
2022-10-17;587.75
2022-10-18;598.85
2022-10-19;596.92
2022-10-20;591.91
2022-10-21;607.56
2022-10-22;597.91
2022-10-23;603.07
2022-10-24;608.6
2022-10-25;612.72
2022-10-26;606.81
2022-10-27;599.55
2022-10-28;616.28
2022-10-29;613.43
2022-10-30;624.91
2022-10-31;632.44
2022-11-01;645.21
2022-11-02;645.95
2022-11-03;652.84
2022-11-04;656.07
2022-11-05;652.63
2022-11-06;648.65
2022-11-07;655.44
2022-11-08;653.01
2022-11-09;657.56
2022-11-10;662.23
2022-11-11;658.82
2022-11-12;660.27
2022-11-13;659.71
2022-11-14;660.9
2022-11-15;658.17
2022-11-16;654.46
2022-11-17;664.89
2022-11-18;666.93
2022-11-19;669.11
2022-11-20;668.72
2022-11-21;669.04
2022-11-22;664.24
2022-11-23;667.43
2022-11-24;669.48
2022-11-25;672.63
2022-11-26;670.34
2022-11-27;671.58
2022-11-28;669.05
2022-11-29;674.41
2022-11-30;679.9
2022-12-01;676.96
2022-12-02;687.46
2022-12-03;676.62
2022-12-04;677.69
2022-12-05;680.58
2022-12-06;671.94
2022-12-07;674.64
2022-12-08;682.81
2022-12-09;686.77
2022-12-10;692.04
2022-12-11;694.74
2022-12-12;689.74
2022-12-13;690.44
2022-12-14;691.26
2022-12-15;700.65
2022-12-16;681.61
2022-12-17;672.61
2022-12-18;678.89
2022-12-19;689.3
2022-12-20;684.5
2022-12-21;680.87
2022-12-22;685.72
2022-12-23;677.27
2022-12-24;689.65
2022-12-25;688.2
2022-12-26;686.16
2022-12-27;695.22
2022-12-28;684.6
2022-12-29;692.1
2022-12-30;698.16
2022-12-31;698.95
2023-01-01;709.73
2023-01-02;709.19
2023-01-03;700.24
2023-01-04;706.5
2023-01-05;702.06
2023-01-06;712.8
2023-01-07;719.32
2023-01-08;717.35
2023-01-09;712.14
2023-01-10;713.38
2023-01-11;726.58
2023-01-12;722.2
2023-01-13;728.89
2023-01-14;733.44
2023-01-15;744.1
2023-01-16;731.52
2023-01-17;731.57
2023-01-18;733.0
2023-01-19;732.84
2023-01-20;731.54
2023-01-21;734.43
2023-01-22;739.72
2023-01-23;738.19
2023-01-24;737.3
2023-01-25;742.3
2023-01-26;738.23
2023-01-27;737.83
2023-01-28;744.42
2023-01-29;741.64
2023-01-30;766.86
2023-01-31;784.14
2023-02-01;780.29
2023-02-02;773.17
2023-02-03;770.86
2023-02-04;764.33
2023-02-05;778.94
2023-02-06;774.05
2023-02-07;783.22
2023-02-08;776.73
2023-02-09;782.31
2023-02-10;783.13
2023-02-11;781.32
2023-02-12;778.73
2023-02-13;781.29
2023-02-14;778.45
2023-02-15;780.03
2023-02-16;780.7
2023-02-17;785.73
2023-02-18;788.73
2023-02-19;782.23
2023-02-20;790.6
2023-02-21;783.52
2023-02-22;782.31
2023-02-23;783.91
2023-02-24;787.6
2023-02-25;788.62
2023-02-26;794.64
2023-02-27;782.36
2023-02-28;787.37
2023-03-01;802.73
2023-03-02;799.28
2023-03-03;795.45
2023-03-04;793.24
2023-03-05;789.54
2023-03-06;794.85
2023-03-07;794.47
2023-03-08;803.66
2023-03-09;807.92
2023-03-10;803.61
2023-03-11;801.72
2023-03-12;798.31
2023-03-13;797.95
2023-03-14;792.37
2023-03-15;791.53
2023-03-16;769.37
2023-03-17;779.8
2023-03-18;780.5
2023-03-19;783.16
2023-03-20;782.51
2023-03-21;783.56
2023-03-22;788.56
2023-03-23;784.65
2023-03-24;790.53
2023-03-25;786.86
2023-03-26;796.56
2023-03-27;793.49
2023-03-28;799.81
2023-03-29;789.32
2023-03-30;789.67
2023-03-31;798.76
2023-04-01;801.34
2023-04-02;794.6
2023-04-03;796.34
2023-04-04;807.79
2023-04-05;803.63
2023-04-06;804.71
2023-04-07;804.22
2023-04-08;802.02
2023-04-09;805.76
2023-04-10;812.0
2023-04-11;809.79
2023-04-12;804.97
2023-04-13;813.24
2023-04-14;814.99
2023-04-15;823.64
2023-04-16;821.86
2023-04-17;820.45
2023-04-18;821.12
2023-04-19;823.66
2023-04-20;821.62
2023-04-21;818.59
2023-04-22;821.64
2023-04-23;828.04
2023-04-24;829.04
2023-04-25;829.15
2023-04-26;832.76
2023-04-27;834.33
2023-04-28;835.89
2023-04-29;825.75
2023-04-30;849.18
2023-05-01;856.63
2023-05-02;860.14
2023-05-03;857.41
2023-05-04;858.46
2023-05-05;852.55
2023-05-06;862.93
2023-05-07;856.12
2023-05-08;862.75
2023-05-09;856.17
2023-05-10;858.08
2023-05-11;861.59
2023-05-12;868.09
2023-05-13;863.61
2023-05-14;864.35
2023-05-15;863.85
2023-05-16;861.95
2023-05-17;867.3
2023-05-18;870.72
2023-05-19;862.85
2023-05-20;864.22
2023-05-21;859.71
2023-05-22;847.8
2023-05-23;849.53
2023-05-24;860.43
2023-05-25;852.34
2023-05-26;852.93
2023-05-27;853.75
2023-05-28;861.1
2023-05-29;857.26
2023-05-30;860.67
2023-05-31;859.81
2023-06-01;862.94
2023-06-02;861.96
2023-06-03;859.3
2023-06-04;858.6
2023-06-05;854.04
2023-06-06;852.23
2023-06-07;860.47
2023-06-08;867.54
2023-06-09;859.23
2023-06-10;858.89
2023-06-11;857.27
2023-06-12;854.26
2023-06-13;852.96
2023-06-14;840.31
2023-06-15;837.34
2023-06-16;841.31
2023-06-17;847.12
2023-06-18;843.45
2023-06-19;846.78
2023-06-20;843.81
2023-06-21;845.24
2023-06-22;840.94
2023-06-23;842.09
2023-06-24;854.38
